ID,Name,Subtitle,Average User Rating,User Rating Count,Price,Age Rating,Languages,Size,Primary Genre,genero_1,genero_2,genero_3,genero_4,Current Version Release Date
1424486657,Chess Online,Online Multiplayer Board Games,4,284,0,4+,EN,147505152,Games, Board, Strategy,,,20/06/2019
1092887433,Chess Panda Free,,5,13,0,4+,"EN, FR, JA, KO, RU, ZH, ZH, VI",46645248,Games, Board, Entertainment, Strategy,,19/03/2016
1092887440,Chess Panda Premium,,,,0.99,4+,"EN, FR, JA, KO, RU, ZH, ZH, VI",43642880,Games, Strategy, Entertainment, Board,,19/03/2016
1123584764,Chess Plus  Board Game,Play Chess with friends,4.5,12,0,17+,EN,112735232,Games, Board, Strategy, Social Networking,,1/08/2019
1092878151,Chess Premium for TV,,,,1.99,4+,"EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH, TR, VI",17586176,Games, Strategy, Entertainment, Board,,20/04/2016
1271576965,Chess Professional,,,,0,4+,EN,86183936,Games, Strategy, Board,,,29/08/2017
1297459010,Chess Puzzlers,Solve classic chess puzzles,,,0,4+,EN,29443072,Games, Board, Education, Strategy,,28/11/2017
1250610827,Chess Raiders,Online games with Grandmasters,3.5,6,0,9+,EN,171214848,Games, Board, Strategy,,,4/02/2019
1456236524,Chess Rush,Fast & Fair Auto Battler,4.5,414,0,4+,"EN, ID, JA, KO, ZH, TH, ZH",387345408,Games, Card, Strategy,,,2/08/2019
1270421631,Chess Simulator with Friends,Chess Simulator with Friends,,,0,4+,EN,79157248,Games, Strategy,,,,11/08/2017
1386718098,Chess Star  Play Online,Social Chess with friends,4,51,0,4+,EN,209152000,Games, Education, Board, Strategy,,10/07/2019
1292242033,Chess Two Player Chess Master,,3,17,0,4+,EN,69150720,Games, Board, Strategy,,,5/10/2017
1454556177,Chess with Friend,,,,0,4+,EN,29839360,Games, Entertainment, Strategy, Board,,24/07/2019
1452575722,Chess with friends game,The best strategy board game,,,0,4+,EN,92826624,Games, Education, Strategy, Board,,14/03/2019
1273831380,Chess+ AR,Chess and its variants,,,1.99,4+,"EN, ES",105820160,Games, Entertainment, Strategy, Board,,3/11/2017
1292660055,Chess+ TV,Play chess and its variants,,,1.99,4+,EN,151071744,Games, Strategy, Board, Entertainment,,5/10/2017
1182211294,Chess960 Online and Generator,,,,0,4+,EN,96529408,Games, Strategy, Board,,,10/12/2016
1229276250,Chessagon,Hexagonal Chess,,,0,4+,EN,92601344,Games, Strategy, Board,,,14/03/2018
1377135280,ChessGameExpert,Best chess board game,,,0,4+,EN,77092864,Games, Strategy, Board,,,7/05/2018
960842536,Chessimo 20,Improve Your Chess,2,10,0,4+,EN,156101632,Games, Board, Strategy, Education,,7/06/2019
1142288275,ChessME  Play & Learn Chess,Unleash your chess talent,4.5,470,0,4+,EN,70507520,Games, Strategy, Entertainment, Board,,21/01/2019
1450311744,ChessOnline Super,Play chess game online,,,1.99,4+,"EN, SR",16376832,Games, Strategy, Board,,,31/01/2019
1203451110,Chesstris  A Strategic Chaotic Puzzle Game,,,,0,4+,EN,59160576,Games, Strategy, Puzzle,,,27/02/2017
1194984825,Chewies Game,,,,0,4+,EN,55091200,Games, Puzzle, Business, Strategy,,9/02/2017
1181015078,Chezz Play Fast Chess,A new way to play Chess online,4,361,0,9+,EN,176989184,Games, Strategy, Board, Entertainment,,1/12/2018
1436425508,Chezz The CHEss puZZle,Bishops- Pawns & Knights,,,0,4+,EN,7654400,Games, Entertainment, Board, Strategy,,10/03/2019
1078791890,Chibble,,4.5,38,0,4+,"AR, EN, FR, DE, IT, PT, RU, ZH, ES",48571392,Games, Puzzle, Strategy, Entertainment,,6/04/2016
1287425304,Chibi Princess Drawing,Drawing & painting for Girls,,,0,4+,"EN, ZH",40893440,Games, Entertainment, Puzzle, Strategy,,20/11/2017
1369806293,Chicken 2,,,,0,4+,EN,103901184,Games, Puzzle, Strategy,,,25/06/2018
1193501229,Chicken Day  Farm Chick Runner 2017,,,,0,4+,EN,130903040,Games, Entertainment, Strategy, Simulation,,12/01/2017
1238331886,Chicken or Pasta,Airline Food Serving Challenge,,,0,4+,"EN, FR, DE, PT, RU, ES",60605440,Games, Entertainment, Strategy, Action,,22/07/2017
1086926238,Chicken Out  The Great Eggscape,,,,0,9+,EN,26040320,Games, Strategy, Entertainment, Casual,,5/08/2016
1130003335,Chicken Race,,,,0,4+,EN,16669696,Games, Board, Strategy, Entertainment,,8/11/2016
1440971460,Chicken Shooting Challenge,Chicken Shooting,4.5,7,0,17+,EN,164184064,Games, Entertainment, Family, Strategy,,3/02/2019
1073125597,ChickenDinner SportsBook,Fantasy Sportsbook,4.5,10,0,17+,EN,187782144,Games, Sports, Business, Strategy,,8/07/2019
1243873426,Chickens Farm,,,,0,4+,"EN, ZH",45987840,Games, Simulation, Strategy, Entertainment,,14/06/2017
1291203008,Chief Almighty,First Thunder BC,4.5,4180,0,12+,"EN, FR, ZH, ZH",167113728,Games, Strategy,,,,31/07/2019
1439981723,Child's Play CCG,Goofy yet strategic card game,,,1.99,9+,EN,110412800,Games, Card, Strategy,,,28/10/2018
1470165132,ChinaTetris,Major innovations in Tetris,,,0.99,4+,"EN, ZH",15179776,Games, Strategy, Casual,,,28/06/2019
1151038821,Chines Jungle Gorilla Jumping,A Kingdom Castle Run,,,0,4+,EN,124534784,Games, Adventure, Entertainment, Strategy,,7/10/2017
1126035085,Chinese Checkers  Ultimate,,,,0.99,4+,"EN, FR",54703104,Games, Strategy, Entertainment, Board,,16/11/2017
1144533571,Chinese Chess  Best XiangQi,The fun XiangQi for everyone,4.5,123,0,4+,EN,72994816,Games, Board, Entertainment, Strategy,,25/03/2019
1315888281,Chinese Chess Classic,,,,0,4+,"ZH, EN, FR, VI",7201792,Games, Board, Strategy, Entertainment,,21/11/2017
1090706558,Chinese Chess Panda Free (Co Tuong Xiangqi),,4,10,0,4+,"EN, JA, KO, ZH, ZH, VI",35975168,Games, Board, Entertainment, Strategy,,9/03/2016
1090706622,Chinese Chess Panda Premium (Co Tuong  Xiangqi),,,,1.99,4+,"EN, JA, KO, ZH, ZH, VI",32964608,Games, Board, Entertainment, Strategy,,9/03/2016
1090733088,Chinese Crossbow,,,,0.99,9+,EN,10127360,Games, Entertainment, Strategy,,,17/03/2016
1377020482,Chipboard,,,,0.99,4+,EN,4880384,Games, Strategy, Simulation, Entertainment,,30/04/2018
1071125486,Chips Crash Jam  Chips Factory Adventures in the Crunchy Land of Potatos,,,,0,4+,EN,130063360,Games, Puzzle, Strategy, Entertainment,,3/05/2016
1197305611,Choco Land  My Sweet Chocolate Business Shop 3D,,3,5,0,4+,"EN, FR, DE, ID, IT, JA, KO, MS, PT, RU, ZH, ES, TH, TR, VI",207770624,Games, Strategy, Entertainment, Simulation,,6/03/2017
1344486502,Chocolate Bar 2014Simulation Game,,,,0,4+,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",36919296,Games, Simulation, Strategy, Food & Drink,,5/02/2018
1256490938,Chocolate Evolution  Idle Tycoon & Clicker Game,become billionaire,4.5,28,0,4+,EN,190219264,Games, Family, Strategy, Entertainment,,12/07/2017
1464358271,Chogue,,,,0,4+,EN,55354368,Games, Strategy, Board,,,24/07/2019
1218453226,Chomp Kings,,,,0,12+,EN,264188928,Games, Board, Strategy,,,14/04/2017
1175303151,Choss,Chess with a twist,,,0,4+,EN,23702528,Games, Entertainment, Strategy, Board,,2/10/2017
1311395735,Christmas 3,The Three Tree,,,0,4+,EN,176783360,Games, Entertainment, Strategy, Puzzle,,8/01/2018
1459644947,Christmas Advent Calendar 2019,,,,0,4+,EN,141821952,Games, Adventure, Entertainment, Strategy,,19/06/2019
1444808915,Christmas Baby Care,,,,0,4+,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",37831680,Games, Strategy, Casual,,,14/12/2018
1326602401,Christmas Blast,Christmas Festivity,,,0,4+,EN,101275648,Games, Entertainment, Casual, Strategy,,4/07/2018
1120900941,Christmas Fair,,,,0.99,4+,EN,18857984,Games, Strategy, Entertainment, Casual,,7/06/2016
1440200076,Christmas Holiday Crush,It's Xmas in July,4.5,46,0,4+,EN,104626176,Games, Puzzle, Strategy,,,16/07/2019
1186868278,Christmas Matching Pairs  Find all the matching,,,,0,4+,EN,13211648,Games, Strategy, Puzzle, Education,,20/12/2016
1186868278,Christmas Matching Pairs  Find all the matching,,,,0,4+,EN,13211648,Games, Strategy, Puzzle, Education,,20/12/2016
1170769908,Christmas Pop The Balloon,,,,0,4+,"AR, NL, FR, DE, HI, JA, KO, RU, ZH, ES",15284224,Games, Casual, Entertainment, Strategy,,12/11/2016
1320416502,Christmas Puzzle Fun Game,,,,0,4+,EN,19860480,Games, Education, Strategy, Puzzle,,4/12/2017
1184818469,Christmas Snow SkiingHidden Objects,,,,0,4+,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",29155328,Games, Strategy, Adventure,,,11/12/2016
1441855742,Christmas Story Santa Claus,Christmas Story Santa Claus,,,0,4+,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",40403968,Games, Photo & Video, Strategy, Simulation,,17/11/2018
1185891836,Christmas Swap 3  Match Candy Sweet,,,,0,4+,EN,179880960,Games, Strategy, Education, Family,,14/12/2016
1180473083,Christmas Tree Construction Simulator 3D,,,,0,4+,EN,109120512,Games, Strategy,,,,4/12/2016
1180473088,Christmas Tree Construction Simulator 3D Full,,,,19.99,4+,EN,108284928,Games, Strategy,,,,4/12/2016
1208253299,Chroma Squad,Tactical rpg 8bit combat,4.5,168,4.99,9+,EN,617306112,Games, Entertainment, Role Playing, Strategy,,4/05/2018
1139023948,Chroma Stack,,,,0,4+,EN,38618112,Games, Education, Puzzle, Strategy,,7/04/2017
1030804846,Churchill Solitaire,World War Card Game,4.5,15726,0,12+,EN,332215296,Games, Entertainment, Card, Strategy,,1/04/2019
1242207319,Chypo,,,,0,12+,EN,139341824,Games, Strategy, Entertainment, Card,,5/10/2017
1249999336,Cinco Paus,,5,52,4.99,9+,PT,27311104,Games, Adventure, Strategy,,,22/10/2018
1128096011,Cinderella's Fairy Adventures Pro,,,,1.99,4+,EN,79887360,Games, Entertainment, Strategy, Action,,2/07/2016
1076130445,Cinquillo,,,,0,4+,"EN, ES",21369856,Games, Card, Entertainment, Strategy,,22/01/2016
1219681407,Circle Bee Lite,,,,0,4+,EN,26700800,Games, Strategy, Casual, Education,,1/04/2017
1468722554,Circle Blast,Satisfying Intense Addicting,,,0,9+,EN,61357056,Games, Strategy, Action,,,23/06/2019
1456599804,Circle Pathway  The Game,The runner- ball collector,,,0.99,4+,EN,18245632,Games, Strategy, Entertainment, Action,,19/06/2019
1313766036,Circle Ping Pong Bouncing,Circle Ping Pong Bouncing,,,0,4+,EN,63747072,Games, Casual, Strategy, Entertainment,,17/11/2017
1453264578,Circle Quest,Aim Shoot Destroy Circle,,,0,4+,EN,66579456,Games, Entertainment, Strategy, Casual,,18/02/2019
1119413976,Circle Shield,,,,0,4+,EN,19674112,Games, Casual, Strategy,,,7/04/2017
1459039656,Circle Smash Black,Smash Color Circles,,,0,4+,EN,118521856,Games, Strategy, Casual,,,14/06/2019
1380000640,Circle Smasher,Circle Smasher,,,0,4+,EN,54187008,Games, Casual, Strategy,,,22/07/2018
1317495839,Circle Spine,,,,0,4+,EN,49957888,Games, Action, Strategy,,,27/11/2017
1465476475,Circle Two,Try the challenge ,5,13,0,4+,EN,18861056,Games, Strategy, Casual, Entertainment,,28/05/2019
1254343915,Circle vs Block,clash of shapes,,,0.99,9+,"ZH, EN",58423296,Games, Word, Entertainment, Strategy,,23/01/2018
1467335024,Circle vs Shapes,Overcome the wrath of shapes,,,0,4+,EN,92165120,Games, Strategy, Casual,,,22/06/2019
992769295,Circles Adventure  Impossible,Rolling Journey On The Line,,,0,4+,EN,143662080,Games, Strategy, Casual, Entertainment,,12/09/2018
1461089717,Circles Puzzle Game,,5,6,0,4+,EN,56795136,Games, Board, Strategy,,,24/05/2019
1237896869,Circles Squared,,,,0.99,4+,EN,14782464,Games, Education, Strategy, Casual,,19/05/2017
1321002928,Circolution,Hold the life,,,4.99,4+,EN,385179648,Games, Simulation, Strategy, Education,,22/01/2018
1410103026,Circular Defense,Defense game with new feeling,,,0,4+,"EN, JA, ZH",129945600,Games, Strategy, Casual,,,26/09/2018
1411980803,Circus Ball,,,,0,4+,EN,47327232,Games, Casual, Strategy,,,29/07/2018
883660645,CITADELS War Game Strategy,Epic game with PVP battles,3.5,25,0,12+,EN,206287872,Games, Action, Entertainment, Strategy,,17/06/2019
1438339461,City,,,,0,4+,EN,66622464,Games, Strategy, Entertainment, Puzzle,,10/10/2018
1447562451,City Bridge Construction 3D,,,,0,4+,EN,302556160,Games, Sports, Simulation, Strategy,,18/01/2019
1125826923,City Builder  NewYork,,,,11.99,4+,EN,78343168,Games, Simulation, Travel, Strategy,,27/06/2016
1118607770,CITY BUILDER  PARIS,,,,11.99,4+,EN,68080640,Games, Strategy, Simulation, Education,,29/06/2016
1143878760,City Builder  Rio,,,,11.99,4+,EN,74501120,Games, Strategy, Simulation, Travel,,8/09/2016
1076216333,CITY BUILDER  SEOUL,,,,11.99,4+,EN,66546688,Games, Travel, Strategy, Simulation,,14/06/2016
1331917771,City Builder Mobile,,,,0.99,4+,EN,448284672,Games, Strategy, Puzzle,,,20/10/2018
1206864337,City Builder Paris,,,,11.99,4+,EN,97398784,Games, Board, Strategy,,,17/02/2017
1207584728,City Builder Seoul,,,,11.99,4+,EN,72115200,Games, Travel, Board, Strategy,,22/02/2017
1299613281,City BuilderMega Construction,,,,0,4+,EN,345495552,Games, Strategy, Entertainment, Simulation,,14/11/2017
1124417921,City Building  Virtual Village To Town Simulation Game,,2.5,7,0,4+,EN,127353856,Games, Strategy, Entertainment, Simulation,,16/06/2016
1440156043,City Building Games GO,Build a City & Pocket Town Sim,3,11,0,4+,EN,56207360,Games, Strategy, Simulation,,,27/10/2018
1332978907,City Car Transporter Trailer,,,,0,4+,EN,137324544,Games, Entertainment, Simulation, Strategy,,19/03/2018
1369946618,City Car Wash Gas Station,Washing-cleaning-repairing spa,4,8,0,4+,EN,224566272,Games, Entertainment, Simulation, Strategy,,28/04/2018
1369862717,City Car Wash Gas Station Paid,,2,5,2.99,4+,EN,212304896,Games, Simulation, Strategy, Entertainment,,11/04/2018
1271117005,City Climb,,,,0,4+,EN,183104512,Games, Strategy, Casual,,,18/08/2017
1164806856,City Defender  Defend the Castle Games,,,,0,4+,EN,59481088,Games, Simulation, Strategy,,,16/10/2016
1464125234,City DefenseFun Tower Defense,Defend against alien invasion,,,0,9+,EN,181606400,Games, Simulation, Entertainment, Strategy,,23/07/2019
1133940234,City Driving  Traffic Puzzle,Traffic maze solve the puzzle,4.5,7,0,4+,EN,111060992,Games, Puzzle, Strategy, Entertainment,,11/07/2018
1340833658,City Flyover Construction Sim,,,,0,4+,EN,149278720,Games, Strategy, Entertainment, Simulation,,9/03/2018
1347031162,City Frontline War Commandos,City Frontline War Commandos,,,0,17+,EN,91410432,Games, Entertainment, Strategy, Role Playing,,9/02/2018
1325773562,City Garbage Truck Recycle sim,,,,0,4+,EN,179936256,Games, Strategy, Entertainment, Simulation,,18/12/2017
1125502173,City Goat Animal Survival Simulator 3D,,2.5,21,0,9+,EN,114293760,Games, Strategy, Simulation,,,24/06/2016
1125502178,City Goat Animal Survival Simulator 3D Full,,,,179.99,9+,EN,105985024,Games, Simulation, Strategy,,,24/06/2016
1146355499,City Mania Town Building Game,,4.5,11069,0,4+,"AR, EN, FR, DE, ID, IT, JA, KO, PT, RU, ZH, ES, TH, ZH, TR",461278208,Games, Simulation, Strategy,,,31/01/2019
1276290628,City of Dreams,Financial Literacy,,,0,4+,EN,275089408,Games, Strategy, Role Playing, Education,,31/01/2018
1340318522,City Plane Tracks Builders,,,,0,4+,EN,177157120,Games, Entertainment, Strategy, Simulation,,15/05/2018
1123695746,City Play Premium,,,,1.99,4+,EN,111176704,Games, Simulation, Entertainment, Strategy,,15/06/2016
1223392770,City Police Station Building Simulator 3D,,,,0,9+,EN,120683520,Games, Strategy, Simulation,,,6/06/2017
1316946736,CITY REAL ESTATE TYCOON,Build Your City,4.5,97,0.99,9+,"EN, ZH, ZH",142107648,Games, Simulation, Strategy,,,10/04/2019
1332979024,City Real Road Construction,,,,0,4+,EN,232242176,Games, Strategy, Simulation, Entertainment,,22/01/2018
1447378936,City Road Builder 3D,Stone Age to Modern Age,,,0,4+,EN,180755456,Games, Sports, Strategy, Simulation,,17/01/2019
1263904322,City Sniper Hero 2017,,,,0,17+,EN,121421824,Games, Strategy, Action,,,1/09/2017
1205189031,City Spirit Go,,,,0,4+,EN,35738624,Games, Entertainment, Strategy, Family,,14/02/2017
1327372094,City Subway Train Construction,,,,0,4+,EN,200028160,Games, Strategy, Simulation, Entertainment,,21/12/2017
1102715132,City Tower Crane 3D Simulator  Real city construction,,2,5,0,4+,EN,132269056,Games, Simulation, Strategy,,,3/06/2016
1102718863,City Tower Crane 3D Simulator Full  Real city construction,,,,179.99,4+,EN,124013568,Games, Simulation, Strategy,,,3/06/2016
1228963471,City Tower Defense 3,City Tower Defense 3,4,19,0,12+,EN,108085248,Games, Sports, Strategy, Adventure,,17/11/2017
1212984005,City Traffic Control 3D Car Driving Simulator,,,,0,4+,EN,102590464,Games, Entertainment, Simulation, Strategy,,10/03/2017
1392222302,City Underpass Construction,,,,0,4+,EN,144502784,Games, Strategy, Simulation, Entertainment,,28/07/2018
1441879942,CityCorp,MMORPG Strategy,,,0,4+,EN,20086784,Games, Role Playing, Strategy,,,23/07/2019
1382170574,Cityloop,,,,0,4+,EN,329954304,Games, Simulation, Strategy,,,26/09/2018
1341509264,CityScape Sim,Be the mayor this city needs,3,6,0,4+,EN,410147840,Games, Simulation, Strategy,,,26/03/2018
1460807595,Citytopia,Top in City Building Games,4.5,210,0,4+,"NL, EN, FR, DE, PT, RU, ES",471238656,Games, Simulation, Strategy,,,1/08/2019
1249662401,Civil Epic Battle 2Fight For The City,Lead Your Civil Army to Glory,3,11,0,17+,EN,82552832,Games, Strategy, Simulation,,,5/07/2017
1079581989,Civil War Battles  Petersburg,,,,2.99,12+,,50156544,Games, Strategy, Simulation,,,3/04/2019
1093180069,Civil War 1861,,4.5,10,4.99,12+,EN,336182272,Games, Strategy, Entertainment, Simulation,,11/06/2019
1155034875,Civil War 1865,,3.5,22,4.99,12+,EN,337505280,Games, Entertainment, Simulation, Strategy,,16/06/2019
1372651865,Civilization War Strategy SLG,Battle Strategy War Game,4.5,126,0,12+,"EN, DE, JA, KO, PT, ZH, ZH",557864960,Games, Strategy, Simulation,,,1/08/2019
1195700251,Claim Addiction,Make ludicrous dough,5,107,0,4+,EN,180924416,Games, Simulation, Strategy, Entertainment,,22/07/2019
1358300473,ClairCity Skylines,Time to save your skyline,,,0,4+,EN,149642240,Games, Simulation, Education, Strategy,,17/01/2019
1065799742,Clan of Lions,,4.5,194,0,12+,EN,138543104,Games, Role Playing, Strategy,,,9/01/2016
1303356049,Clan Stickman Defense,Clan Stickman Defense,,,0,12+,EN,356896768,Games, Action, Strategy, Entertainment,,30/10/2017
1433872978,Clan Warfare Defense,Classic Tower Defense Strategy,,,0,12+,"EN, ZH, ZH",20186112,Games, Strategy, Board,,,25/08/2018
1233445239,ClanHQ,,3,148,0,4+,"EN, FR, DE, IT, PT, ES",94185472,Games, Social Networking, Strategy,,,19/07/2019
1272511653,Clans,Stop the Clash of the Zombies,4,21,0,9+,EN,347429888,Games, Strategy, Action,,,8/11/2017
1376731580,Clap,Clap for yourself or friends,5,8,0,4+,EN,86167552,Games, Strategy,,,,4/12/2018
1214279810,Clash & GO AR Strategy,Explore Build Conquer,4.5,68,0,9+,"ZH, EN, FR, DE, JA, KO, PT, RU, ES",405092352,Games, Role Playing, Health & Fitness, Strategy,,1/11/2018
1159285323,Clash Club  Battle of Clans,,5,7,0,9+,"EN, FR, DE, IT, JA, PT, ZH, ES",107738112,Games, Action, Entertainment, Strategy,,7/02/2017
1281405028,Clash Defense,,,,0,9+,EN,139645952,Games, Strategy,,,,18/11/2017
1291854867,Clash Fantasy,,4,9,0,12+,EN,708500480,Games, Strategy, Card,,,11/01/2019
1067498479,Clash of Age Zombies Game,Adventure of doomsday war,4.5,184,0,9+,EN,76950528,Games, Strategy,,,,24/11/2018
1217026543,Clash of Aliens,Premium Empire Builder,,,4.99,9+,EN,327888896,Games, Strategy, Action, Entertainment,,21/11/2018
1246081067,Clash of Ants  Tower Defense Strategy Game,Insects Clan Warfare Game,,,0,9+,"CS, DA, NL, EN, FR, DE, HE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH, TR",36261888,Games, Strategy, Simulation,,,8/06/2017
1198596109,Clash of Archers,Real world map Strategy,,,0,17+,EN,87547904,Games, Sports, Action, Strategy,,20/10/2017
1291814591,Clash of Balloons 2018,Classic Balloon Fight Game,,,0,9+,EN,55375872,Games, Entertainment, Strategy, Family,,8/02/2018
1001471442,Clash of Battleships ,,,,0,12+,"NL, EN, DE, EL, PT, RU, ZH, ES, SV, ZH, TR",177609728,Games, Strategy,,,,22/10/2018
1134449388,Clash of Battleships  COB,,3,10,0,12+,"ZH, NL, EN, FR, DE, EL, IT, PT, RU, ZH, ES, SV, ZH, TR",196901888,Games, Role Playing, Strategy, Entertainment,,9/08/2017
1104395977,Clash Of Birds  Feathers Counting,,,,0,4+,EN,77181952,Games, Strategy, Puzzle, Entertainment,,23/08/2016
1104396672,Clash Of Birds  Plume Catch,,,,0,4+,EN,77134848,Games, Entertainment, Strategy, Puzzle,,10/09/2016
1104396677,Clash Of Birds  Tile Blocks,,,,0,4+,EN,77188096,Games, Puzzle, Entertainment, Strategy,,22/09/2016
1079486249,Clash of Candidates Slip Dots Away Get One Square (Politics in Pocket),,4.5,87,0,4+,EN,335851520,Games, Photo & Video, Strategy,,,20/07/2016
1364362745,Clash of Civilizations,War Strategy&Build Game,4.5,258,0,17+,"AR, EN, JA, KO, RU, ZH, ES, TH, ZH",148028416,Games, Strategy, Card, Social Networking,,25/03/2019
1085542424,Clash Of Commanders,Develop and Fight,4,158,0,12+,EN,148054016,Games, Entertainment, Strategy, Simulation,,24/06/2019
962285267,Clash of Diamonds Match 3,Puzzle adventure with gems,4.5,361,0,4+,EN,247533568,Games, Strategy, Puzzle,,,31/08/2018
1118362270,Clash of Dungeon,,4,40,0,4+,"EN, ZH",92474368,Games, Strategy, Entertainment, Role Playing,,12/01/2018
1446265584,Clash of Empires 2019,Crush your enemies,4.5,288,0,9+,"CS, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, ZH, TR",187524096,Games, Social Networking, Strategy, Adventure,,20/07/2019
1378199129,Clash of Fortnight Battle TD,Best strategic action game,,,0,9+,EN,246279168,Games, Strategy, Action,,,4/04/2019
1078547112,Clash of Greeks and Romans,,4,5,0,4+,EN,94702592,Games, Strategy, Action,,,21/05/2018
1140837908,Clash of Kings The West,Enjoy The Classic COK,3.5,304,0,12+,"AR, EN, JA, KO, RU, ZH, ES, TH, ZH",171226112,Games, Role Playing, Entertainment, Strategy,,3/07/2019
1366173408,Clash of Legends Heroes,Fantasy Artillery shooter game,,,0,4+,EN,279542784,Games, Entertainment, Adventure, Strategy,,25/10/2018
1129028928,Clash of Lords 2,,4.5,132,0,9+,EN,469883904,Games, Role Playing, Strategy,,,13/07/2019
1465062064,Clash of Mythos,Rise- Rally- and Reign,4.5,11,0,12+,EN,312524800,Games, Strategy, Role Playing,,,31/07/2019
1388117534,Clash of Neon  MOBA Arena,,,,0,12+,EN,105823232,Games, Action, Strategy,,,21/06/2018
1097757301,Clash of Queens Light or Dark,Ice Territory & Fire Rulers,4,1064,0,9+,"AR, NL, EN, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, TH, ZH, TR",220160000,Games, Role Playing, Entertainment, Strategy,,16/07/2019
1324586991,Clash of Race Teams,PVP Base Building Racing Game,4.5,8,0,4+,EN,413134848,Games, Strategy, Racing,,,10/07/2019
1133122411,Clash of schools  simulator rpg war arena hero,,,,0,9+,"AZ, BE, EN, KA, KK, MN, RU, UK, UZ",72373248,Games, Simulation, Entertainment, Strategy,,28/03/2017
908194915,Clash of Seas,Global service,,,0,9+,EN,383428608,Games, Strategy, Action, Entertainment,,31/07/2019
1143722056,Clash of Squares,,,,0,4+,"AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",26018816,Games, Strategy, Puzzle,,,7/09/2016
1443476787,Clash of Sultans,Empire Glory Strategy Game,4.5,74,0,9+,"AR, EN, ZH, ZH, TR",162906112,Games, Role Playing, Strategy,,,31/07/2019
1044188196,Clash of Tank Ace  Tank Games,Let's fight in world of tanks,3.5,9,0,4+,"EN, ZH",116864000,Games, Simulation, Strategy, Social Networking,,11/11/2018
1201840273,Clash Of Vikings Battle,,3,6,0,12+,"EN, ZH",10027008,Games, Family, Education, Strategy,,2/02/2017
1168563046,Clash of Zombies Heroes Game,Superheroes VS Zombies,4.5,9116,0,9+,"EN, FR, DE, IT, JA, KO, PT, ZH, ES, TH, ZH, TR, VI",151535616,Games, Action, Strategy,,,24/01/2019
1447566363,Clash on the Moon RTS,Real time strategic game,,,0,12+,EN,141662208,Games, Action, Entertainment, Strategy,,22/12/2018
1441753387,Clash Rider  Clicker Tycoon,Be the 1st in all eras,5,10,0,4+,EN,151497728,Games, Casual, Entertainment, Strategy,,29/12/2018
1053012308,Clash Royale,Epic RealTime Card Battles,4.5,1277095,0,9+,"AR, NL, EN, FR, DE, IT, JA, KO, NB, PT, RU, ZH, ES, ZH, TR",145107968,Games, Strategy, Entertainment, Action,,1/08/2019
1440148546,Clash Survival Shooting Games,Pick axe to rise armed combat,4,708,0,4+,EN,119277568,Games, Strategy, Entertainment, Role Playing,,17/11/2018
1448209323,ClashFox  Clan Manager,Track Clan- War- Activity- Msg,,,0,9+,"BN, EN, FR, DE, ID, IT, PT, RU, ES",78242816,Games, Strategy, Utilities,,,19/03/2019
1239288155,Classic Alphabet Bingo,,,,0,4+,EN,8044544,Games, Board, Entertainment, Strategy,,22/05/2017
1184781062,Classic Block TimePuzzle,,,,0,4+,EN,9260032,Games, Strategy, Puzzle,,,12/12/2016
1173424634,Classic Bomber Legend,,4,33,0,4+,EN,9805824,Games, Puzzle, Strategy, Entertainment,,9/12/2016
1136829117,Classic card game  Sevens,Four players klondike,,,0,4+,EN,30552064,Games, Card, Strategy, Entertainment,,2/05/2018
1191403416,Classic Card Solitaire,,,,0,4+,"ZH, DA, NL, EN, FI, FR, DE, EL, IT, JA, KO, MS, NB, PT, RU, ZH, ES, SV, TH, ZH, TR",11739136,Games, Strategy, Board, Entertainment,,5/01/2017
1223231585,Classic chess,,,,0,4+,EN,122002432,Games, Strategy, Entertainment, Board,,22/07/2019
1288140150,Classic Color Circle,Color Switch Classic,,,0,4+,EN,12112896,Games, Entertainment, Casual, Strategy,,27/02/2018
1297177829,Classic GBA Block Puzzle,Attractive jigsaw Casual Game,4,10,0,4+,EN,37797888,Games, Entertainment, Puzzle, Strategy,,26/10/2017
1178142229,Classic Gin Rummy,,3.5,34,0,4+,EN,47236096,Games, Strategy, Card,,,20/06/2019
1148949125,Classic gold miner free  The gold digging game HD,,5,23,0,4+,EN,143066112,Games, Strategy, Adventure, Entertainment,,30/09/2016
